>>> including systematics
>>> method used to compute upper limit is MaxLikelihoodFit
>>> random number generator seed is 123456
[?1034hComputing limit starting from observation
Created Branches
Searching for crossing at nll = -20897.6 in the interval -19.9953, 20
      r      lvl-here  lvl-there   stepping
-19.795356    +0.49398  +0.49447    0.199977
-19.595380    +0.49326  +0.49398    0.199977
-19.395403    +0.49232  +0.49326    0.199977
-19.195426    +0.49115  +0.49232    0.199977
-18.995450    +0.49018  +0.49115    0.199977
-18.795473    +0.48912  +0.49018    0.199977
-18.595496    +0.48784  +0.48912    0.199977
-18.395520    +0.48633  +0.48784    0.199977
-18.195543    +0.48460  +0.48633    0.199977
-17.995566    +0.48265  +0.48460    0.199977
-17.795590    +0.48048  +0.48265    0.199977
-17.595613    +0.47870  +0.48048    0.199977
-17.395636    +0.47698  +0.47870    0.199977
-17.195660    +0.47504  +0.47698    0.199977
-16.995683    +0.47288  +0.47504    0.199977
-16.795706    +0.47061  +0.47288    0.199977
-16.595730    +0.46873  +0.47061    0.199977
-16.395753    +0.46663  +0.46873    0.199977
-16.195776    +0.46431  +0.46663    0.199977
-15.995800    +0.46177  +0.46431    0.199977
-15.795823    +0.45901  +0.46177    0.199977
-15.595846    +0.45603  +0.45901    0.199977
-15.395870    +0.45283  +0.45603    0.199977
-15.195893    +0.44941  +0.45283    0.199977
-14.995916    +0.44578  +0.44941    0.199977
-14.795940    +0.44438  +0.44578    0.199977
-14.595963    +0.44173  +0.44438    0.199977
-14.395986    +0.43886  +0.44173    0.199977
-14.196010    +0.43578  +0.43886    0.199977
-13.996033    +0.43248  +0.43578    0.199977
-13.796056    +0.42896  +0.43248    0.199977
-13.596080    +0.42523  +0.42896    0.199977
-13.396103    +0.42128  +0.42523    0.199977
-13.196126    +0.41712  +0.42128    0.199977
-12.996150    +0.41430  +0.41712    0.199977
-12.796173    +0.41090  +0.41430    0.199977
-12.596196    +0.40728  +0.41090    0.199977
-12.396220    +0.40344  +0.40728    0.199977
-12.196243    +0.39939  +0.40344    0.199977
-11.996266    +0.39513  +0.39939    0.199977
-11.796290    +0.39065  +0.39513    0.199977
-11.596313    +0.38596  +0.39065    0.199977
-11.396337    +0.38106  +0.38596    0.199977
-11.196360    +0.37713  +0.38106    0.199977
-10.996383    +0.37307  +0.37713    0.199977
-10.796407    +0.36879  +0.37307    0.199977
-10.596430    +0.36431  +0.36879    0.199977
-10.396453    +0.35961  +0.36431    0.199977
-10.196477    +0.35470  +0.35961    0.199977
-9.996500    +0.34958  +0.35470    0.199977
-9.796523    +0.34425  +0.34958    0.199977
-9.596547    +0.34238  +0.34425    0.199977
-9.396570    +0.33786  +0.34238    0.199977
-9.196593    +0.33313  +0.33786    0.199977
-8.996617    +0.32819  +0.33313    0.199977
-8.796640    +0.32304  +0.32819    0.199977
-8.596663    +0.31769  +0.32304    0.199977
-8.396687    +0.31212  +0.31769    0.199977
-8.196710    +0.30758  +0.31212    0.199977
-7.996733    +0.30255  +0.30758    0.199977
-7.796757    +0.29730  +0.30255    0.199977
-7.596780    +0.29185  +0.29730    0.199977
-7.396803    +0.28619  +0.29185    0.199977
-7.196827    +0.28032  +0.28619    0.199977
-6.996850    +0.27425  +0.28032    0.199977
-6.796873    +0.26797  +0.27425    0.199977
-6.596897    +0.26149  +0.26797    0.199977
-6.396920    +0.25634  +0.26149    0.199977
-6.196943    +0.25039  +0.25634    0.199977
-5.996967    +0.24423  +0.25039    0.199977
-5.796990    +0.23787  +0.24423    0.199977
-5.597013    +0.23131  +0.23787    0.199977
-5.397037    +0.22454  +0.23131    0.199977
-5.197060    +0.24619  +0.22454    0.199977
-4.997083    +0.24130  +0.24619    0.199977
-4.797107    +0.23620  +0.24130    0.199977
-4.597130    +0.23090  +0.23620    0.199977
-4.397153    +0.22539  +0.23090    0.199977
-4.197177    +0.21969  +0.22539    0.199977
-3.997200    +0.21378  +0.21969    0.199977
-3.797223    +0.20767  +0.21378    0.199977
-3.597247    +0.20136  +0.20767    0.199977
-3.397270    +0.19485  +0.20136    0.199977
-3.197293    +0.18813  +0.19485    0.199977
-2.997317    +0.18122  +0.18813    0.199977
-2.797340    +0.17411  +0.18122    0.199977
-2.597363    +0.16744  +0.17411    0.199977
-2.397387    +0.16132  +0.16744    0.199977
-2.197410    +0.15500  +0.16132    0.199977
-1.997433    +0.14848  +0.15500    0.199977
-1.797457    +0.14177  +0.14848    0.199977
-1.597480    +0.13485  +0.14177    0.199977
-1.397504    +0.12774  +0.13485    0.199977
-1.197527    +0.12043  +0.12774    0.199977
-0.997550    +0.11292  +0.12043    0.199977
-0.797574    +0.10522  +0.11292    0.199977
-0.597597    +0.09732  +0.10522    0.199977
-0.397620    +0.08922  +0.09732    0.199977
-0.197644    +0.08093  +0.08922    0.199977
0.002333    +0.07673  +0.08093    0.199977
0.202310    +0.08376  +0.07673    0.199977
0.402286    +0.07703  +0.08376    0.199977
0.602263    +0.07011  +0.07703    0.199977
0.802240    +0.06300  +0.07011    0.199977
1.002216    +0.05569  +0.06300    0.199977
1.202193    +0.04819  +0.05569    0.199977
1.402170    +0.04049  +0.04819    0.199977
1.602146    +0.03260  +0.04049    0.199977
1.802123    +0.02452  +0.03260    0.199977
2.002100    +0.01625  +0.02452    0.199977
2.202076    +0.01244  +0.01625    0.199977
2.402053    +0.00906  +0.01244    0.199977
2.602030    +0.00253  +0.00906    0.199977
2.802006    -0.00420  +0.00253    0.199977
2.662023    +0.00053  -0.00420    0.059993
2.722016    -0.00149  +0.00053    0.059993
2.680021    -0.00007  -0.00149    0.017998
Searching for crossing at nll = -20897.6 in the interval -19.9953, -20
      r      lvl-here  lvl-there   stepping
-19.995356    +0.49447  +0.49447    -0.000023
-19.995380    +0.49447  +0.49447    -0.000023
-19.995403    +0.49447  +0.49447    -0.000023
-19.995426    +0.49447  +0.49447    -0.000023
-19.995450    +0.49447  +0.49447    -0.000023
-19.995473    +0.49447  +0.49447    -0.000023
-19.995496    +0.49447  +0.49447    -0.000023
-19.995520    +0.49447  +0.49447    -0.000023
-19.995543    +0.49447  +0.49447    -0.000023
-19.995566    +0.49447  +0.49447    -0.000023
-19.995590    +0.49447  +0.49447    -0.000023
-19.995613    +0.49447  +0.49447    -0.000023
-19.995636    +0.49447  +0.49447    -0.000023
-19.995660    +0.49447  +0.49447    -0.000023
-19.995683    +0.49447  +0.49447    -0.000023
-19.995706    +0.49447  +0.49447    -0.000023
-19.995730    +0.49447  +0.49447    -0.000023
-19.995753    +0.49447  +0.49447    -0.000023
-19.995776    +0.49447  +0.49447    -0.000023
-19.995800    +0.49447  +0.49447    -0.000023
-19.995823    +0.49447  +0.49447    -0.000023
-19.995846    +0.49447  +0.49447    -0.000023
-19.995870    +0.49447  +0.49447    -0.000023
-19.995893    +0.49447  +0.49447    -0.000023
-19.995916    +0.49447  +0.49447    -0.000023
-19.995940    +0.49447  +0.49447    -0.000023
-19.995963    +0.49447  +0.49447    -0.000023
-19.995986    +0.49447  +0.49447    -0.000023
-19.996010    +0.49447  +0.49447    -0.000023
-19.996033    +0.49447  +0.49447    -0.000023
-19.996056    +0.49447  +0.49447    -0.000023
-19.996080    +0.49447  +0.49447    -0.000023
-19.996103    +0.49447  +0.49447    -0.000023
-19.996126    +0.49447  +0.49447    -0.000023
-19.996150    +0.49447  +0.49447    -0.000023
-19.996173    +0.49447  +0.49447    -0.000023
-19.996196    +0.49447  +0.49447    -0.000023
-19.996220    +0.49447  +0.49447    -0.000023
-19.996243    +0.49447  +0.49447    -0.000023
-19.996266    +0.49448  +0.49447    -0.000023
-19.996290    +0.49448  +0.49448    -0.000023
-19.996313    +0.49448  +0.49448    -0.000023
-19.996336    +0.49448  +0.49448    -0.000023
-19.996360    +0.49448  +0.49448    -0.000023
-19.996383    +0.49448  +0.49448    -0.000023
-19.996406    +0.49448  +0.49448    -0.000023
-19.996430    +0.49448  +0.49448    -0.000023
-19.996453    +0.49448  +0.49448    -0.000023
-19.996476    +0.49448  +0.49448    -0.000023
-19.996500    +0.49448  +0.49448    -0.000023
-19.996523    +0.49448  +0.49448    -0.000023
-19.996546    +0.49448  +0.49448    -0.000023
-19.996570    +0.49448  +0.49448    -0.000023
-19.996593    +0.49448  +0.49448    -0.000023
-19.996616    +0.49448  +0.49448    -0.000023
-19.996640    +0.49448  +0.49448    -0.000023
-19.996663    +0.49448  +0.49448    -0.000023
-19.996686    +0.49448  +0.49448    -0.000023
-19.996710    +0.49448  +0.49448    -0.000023
-19.996733    +0.49448  +0.49448    -0.000023
-19.996756    +0.49448  +0.49448    -0.000023
-19.996780    +0.49448  +0.49448    -0.000023
-19.996803    +0.49448  +0.49448    -0.000023
-19.996826    +0.49448  +0.49448    -0.000023
-19.996850    +0.49448  +0.49448    -0.000023
-19.996873    +0.49448  +0.49448    -0.000023
-19.996896    +0.49448  +0.49448    -0.000023
-19.996920    +0.49448  +0.49448    -0.000023
-19.996943    +0.49448  +0.49448    -0.000023
-19.996966    +0.49448  +0.49448    -0.000023
-19.996990    +0.49448  +0.49448    -0.000023
-19.997013    +0.49448  +0.49448    -0.000023
-19.997036    +0.49448  +0.49448    -0.000023
-19.997060    +0.49448  +0.49448    -0.000023
-19.997083    +0.49448  +0.49448    -0.000023
-19.997106    +0.49448  +0.49448    -0.000023
-19.997130    +0.49448  +0.49448    -0.000023
-19.997153    +0.49448  +0.49448    -0.000023
-19.997176    +0.49448  +0.49448    -0.000023
-19.997200    +0.49448  +0.49448    -0.000023
-19.997223    +0.49448  +0.49448    -0.000023
-19.997246    +0.49448  +0.49448    -0.000023
-19.997270    +0.49448  +0.49448    -0.000023
-19.997293    +0.49448  +0.49448    -0.000023
-19.997316    +0.49448  +0.49448    -0.000023
-19.997340    +0.49448  +0.49448    -0.000023
-19.997363    +0.49448  +0.49448    -0.000023
-19.997386    +0.49448  +0.49448    -0.000023
-19.997410    +0.49448  +0.49448    -0.000023
-19.997433    +0.49448  +0.49448    -0.000023
-19.997456    +0.49448  +0.49448    -0.000023
-19.997480    +0.49448  +0.49448    -0.000023
-19.997503    +0.49448  +0.49448    -0.000023
-19.997526    +0.49448  +0.49448    -0.000023
-19.997550    +0.49448  +0.49448    -0.000023
-19.997573    +0.49448  +0.49448    -0.000023
-19.997596    +0.49448  +0.49448    -0.000023
-19.997620    +0.49448  +0.49448    -0.000023
-19.997643    +0.49448  +0.49448    -0.000023
-19.997666    +0.49448  +0.49448    -0.000023
-19.997690    +0.49448  +0.49448    -0.000023
-19.997713    +0.49448  +0.49448    -0.000023
-19.997736    +0.49448  +0.49448    -0.000023
-19.997760    +0.49448  +0.49448    -0.000023
-19.997783    +0.49448  +0.49448    -0.000023
-19.997806    +0.49448  +0.49448    -0.000023
-19.997830    +0.49448  +0.49448    -0.000023
-19.997853    +0.49448  +0.49448    -0.000023
-19.997876    +0.49448  +0.49448    -0.000023
-19.997900    +0.49448  +0.49448    -0.000023
-19.997923    +0.49448  +0.49448    -0.000023
-19.997946    +0.49448  +0.49448    -0.000023
-19.997970    +0.49448  +0.49448    -0.000023
-19.997993    +0.49448  +0.49448    -0.000023
-19.998016    +0.49448  +0.49448    -0.000023
-19.998040    +0.49448  +0.49448    -0.000023
-19.998063    +0.49448  +0.49448    -0.000023
-19.998086    +0.49448  +0.49448    -0.000023
-19.998110    +0.49448  +0.49448    -0.000023
-19.998133    +0.49448  +0.49448    -0.000023
-19.998156    +0.49448  +0.49448    -0.000023
-19.998180    +0.49448  +0.49448    -0.000023
-19.998203    +0.49448  +0.49448    -0.000023
-19.998227    +0.49448  +0.49448    -0.000023
-19.998250    +0.49448  +0.49448    -0.000023
-19.998273    +0.49448  +0.49448    -0.000023
-19.998297    +0.49448  +0.49448    -0.000023
-19.998320    +0.49448  +0.49448    -0.000023
-19.998343    +0.49448  +0.49448    -0.000023
-19.998367    +0.49448  +0.49448    -0.000023
-19.998390    +0.49448  +0.49448    -0.000023
-19.998413    +0.49448  +0.49448    -0.000023
-19.998437    +0.49448  +0.49448    -0.000023
-19.998460    +0.49448  +0.49448    -0.000023
-19.998483    +0.49448  +0.49448    -0.000023
-19.998507    +0.49448  +0.49448    -0.000023
-19.998530    +0.49448  +0.49448    -0.000023
-19.998553    +0.49448  +0.49448    -0.000023
-19.998577    +0.49448  +0.49448    -0.000023
-19.998600    +0.49448  +0.49448    -0.000023
