>>> including systematics
>>> method used to compute upper limit is MaxLikelihoodFit
>>> random number generator seed is 123456
[?1034hComputing limit starting from observation
Created Branches
Searching for crossing at nll = -20907.3 in the interval 2.69711, 20
      r      lvl-here  lvl-there   stepping
2.783623    +0.49400  +0.49447    0.086514
2.870138    +0.49246  +0.49400    0.086514
2.956652    +0.49045  +0.49246    0.086514
3.043167    +0.48733  +0.49045    0.086514
3.129681    +0.48485  +0.48733    0.086514
3.216196    +0.48165  +0.48485    0.086514
3.302710    +0.47735  +0.48165    0.086514
3.389225    +0.47315  +0.47735    0.086514
3.475739    +0.46891  +0.47315    0.086514
3.562254    +0.46358  +0.46891    0.086514
3.648768    +0.45716  +0.46358    0.086514
3.735282    +0.45016  +0.45716    0.086514
3.821797    +0.44450  +0.45016    0.086514
3.908311    +0.43863  +0.44450    0.086514
3.994826    +0.43272  +0.43863    0.086514
4.081340    +0.42576  +0.43272    0.086514
4.167855    +0.41772  +0.42576    0.086514
4.254369    +0.40966  +0.41772    0.086514
4.340884    +0.40490  +0.40966    0.086514
4.427398    +0.39906  +0.40490    0.086514
4.513913    +0.39218  +0.39906    0.086514
4.600427    +0.38423  +0.39218    0.086514
4.686941    +0.37788  +0.38423    0.086514
4.773456    +0.37214  +0.37788    0.086514
4.859970    +0.36535  +0.37214    0.086514
4.946485    +0.35753  +0.36535    0.086514
5.032999    +0.34866  +0.35753    0.086514
5.119514    +0.33876  +0.34866    0.086514
5.206028    +0.32985  +0.33876    0.086514
5.292543    +0.32092  +0.32985    0.086514
5.379057    +0.31097  +0.32092    0.086514
5.465572    +0.29999  +0.31097    0.086514
5.552086    +0.28800  +0.29999    0.086514
5.638600    +0.27562  +0.28800    0.086514
5.725115    +0.26549  +0.27562    0.086514
5.811629    +0.25435  +0.26549    0.086514
5.898144    +0.24465  +0.25435    0.086514
5.984658    +0.23306  +0.24465    0.086514
6.071173    +0.22046  +0.23306    0.086514
6.157687    +0.20687  +0.22046    0.086514
6.244202    +0.19228  +0.20687    0.086514
6.330716    +0.18068  +0.19228    0.086514
6.417230    +0.16800  +0.18068    0.086514
6.503745    +0.15432  +0.16800    0.086514
6.590259    +0.14164  +0.15432    0.086514
6.676774    +0.12782  +0.14164    0.086514
6.763288    +0.11303  +0.12782    0.086514
6.849803    +0.09726  +0.11303    0.086514
6.936317    +0.08103  +0.09726    0.086514
7.022832    +0.06805  +0.08103    0.086514
7.109346    +0.05388  +0.06805    0.086514
7.195861    +0.03876  +0.05388    0.086514
7.282375    +0.02310  +0.03876    0.086514
7.368889    +0.00838  +0.02310    0.086514
7.455404    -0.00730  +0.00838    0.086514
7.394844    +0.00378  -0.00730    0.025954
7.420798    -0.00091  +0.00378    0.025954
7.402630    +0.00238  -0.00091    0.007786
7.410416    +0.00097  +0.00238    0.007786
7.418203    -0.00044  +0.00097    0.007786
7.412752    +0.00055  -0.00044    0.002336
7.415088    +0.00013  +0.00055    0.002336
Searching for crossing at nll = -20907.3 in the interval 2.69711, -20
      r      lvl-here  lvl-there   stepping
2.583623    +0.49338  +0.49447    -0.113486
2.470138    +0.49106  +0.49338    -0.113486
2.356652    +0.48718  +0.49106    -0.113486
2.243167    +0.48279  +0.48718    -0.113486
2.129681    +0.47779  +0.48279    -0.113486
2.016196    +0.47079  +0.47779    -0.113486
1.902710    +0.47141  +0.47079    -0.113486
1.789225    +0.46668  +0.47141    -0.113486
1.675739    +0.45993  +0.46668    -0.113486
1.562254    +0.45213  +0.45993    -0.113486
1.448768    +0.44346  +0.45213    -0.113486
1.335282    +0.43281  +0.44346    -0.113486
1.221797    +0.42351  +0.43281    -0.113486
1.108311    +0.41213  +0.42351    -0.113486
0.994826    +0.40879  +0.41213    -0.113486
0.881340    +0.39906  +0.40879    -0.113486
0.767855    +0.38720  +0.39906    -0.113486
0.654369    +0.37431  +0.38720    -0.113486
0.540884    +0.36203  +0.37431    -0.113486
0.427398    +0.34760  +0.36203    -0.113486
0.313913    +0.33314  +0.34760    -0.113486
0.200427    +0.31731  +0.33314    -0.113486
0.086942    +0.30267  +0.31731    -0.113486
-0.026544    +0.28563  +0.30267    -0.113486
-0.140030    +0.26741  +0.28563    -0.113486
-0.253515    +0.24875  +0.26741    -0.113486
-0.367001    +0.22909  +0.24875    -0.113486
